NGRAM,NCOUNT,LEN,WCOUNT,MASKED,IMPORTANCE,REDUNDANT
ინამიკური>,5,10,260,ინამიkური>,1300,False
წარმეტყველ,6,10,207,cარმეtყველ,1242,False
სწარმეტყვე,6,10,201,სcარმეtყვე,1206,False
ასწარმეტყვ,6,10,201,ასcარმეtყვ,1206,False
მოქმედება>,6,10,200,მოkმედება>,1200,False
ელმძღვანელ,6,10,197,ელმძგვანელ,1182,False
ხელმძღვანე,6,10,197,ხელმძგვანე,1182,False
<წინასწარმ,6,10,188,<cინასcარმ,1128,False
<ავტომობილ,5,10,218,<ავtომობილ,1090,False
ათვალიერებ,5,10,199,აtვალიერებ,995,False
ინსტრუმენტ,6,10,163,ინსtრუმენt,978,False
ნააღმდეგობ,6,10,160,ნააგმდეგობ,960,False
საზოგადოებ,5,10,192,საზოგადოებ,960,False
<გამოყენებ,4,10,240,<გამოყენებ,960,False
მდგომარეობ,4,10,237,მდგომარეობ,948,False
ტრანსპორტი,5,10,189,tრანსpორtი,945,False
<მდგომარეო,4,10,229,<მდგომარეო,916,False
სწორებული>,5,10,179,სcორებული>,895,False
<განცხადებ,5,10,179,<განcხადებ,895,False
მაგნიტური>,3,10,298,მაგნიtური>,894,False
<განსაზღვრ,4,10,220,<განსაზგვრ,880,False
აკმაყოფილე,5,10,173,აkმაყოpილე,865,False
<დიფერენცი,5,10,170,<დიpერენcი,850,False
რმეტყველებ,5,10,165,რმეtყველებ,825,False
თვითმფრინა,4,10,203,tვიtმpრინა,812,False
ვითმფრინავ,4,10,203,ვიtმpრინავ,812,False
მტვირთავი>,5,10,159,მtვირtავი>,795,False
<გადასახად,4,10,194,<გადასახად,776,False
<თვითმფრინ,4,10,193,<tვიtმpრინ,772,False
სასამართლო,4,10,186,სასამარtლო,744,False
ავტომობილი,4,10,182,ავtომობილი,728,False
<სასამართლ,4,10,181,<სასამარtლ,724,False
<ინსტრუმენ,5,10,144,<ინსtრუმენ,720,False
მემკვიდრეო,5,10,144,მემkვიდრეო,720,False
ემკვიდრეობ,5,10,143,ემkვიდრეობ,715,False
<ელექტროსა,4,10,178,<ელეktროსა,712,False
ათავისუფლე,4,10,173,აtავისუpლე,692,False
<გადაწყვეტ,5,10,137,<გადაcყვეt,685,False
<განმეორებ,6,10,113,<განმეორებ,678,False
ექსპერიმენ,5,10,135,ეkსpერიმენ,675,False
ქსპერიმენტ,5,10,135,kსpერიმენt,675,False
<საზოგადოე,4,10,168,<საზოგადოე,672,False
ანთავისუფლ,4,10,168,ანtავისუpლ,672,False
აწონასწორე,4,10,164,აcონასcორე,656,False
ავტომატური,2,10,324,ავtომაtური,648,False
ვტომატური>,2,10,324,ვtომაtური>,648,False
ანაზღაურებ,4,10,150,ანაზგაურებ,600,False
გაერთიანებ,3,10,199,გაერtიანებ,597,False
<გამოსახულ,4,10,149,<გამოსახულ,596,False
<გაერთიანე,3,10,198,<გაერtიანე,594,False
მეტყველება,4,10,146,მეtყველება,584,False
მმართველი>,3,10,194,მმარtველი>,582,False
გამოცხადებ,3,10,194,გამოcხადებ,582,False
იცირებული>,4,10,145,იcირებული>,580,False
<ნივთიერებ,4,10,144,<ნივtიერებ,576,False
ოდინამიკურ,4,10,141,ოდინამიkურ,564,False
სტატიკური>,4,10,140,სtაtიkური>,560,False
<თანამდებო,4,10,139,<tანამდებო,556,False
თანამდებობ,4,10,139,tანამდებობ,556,False
<ველოსიპედ,5,10,111,<ველოსიpედ,555,False
<გამოცხადე,3,10,185,<გამოcხადე,555,False
მაგრებული>,4,10,138,მაგრებული>,552,False
ფიცირებული,4,10,137,pიcირებული,548,False
აკუმულატორ,4,10,136,აkუმულაtორ,544,False
მონაწილეობ,5,10,108,მონაcილეობ,540,False
მოწყობილობ,4,10,134,მოcყობილობ,536,False
დიფერენცია,4,10,134,დიpერენcია,536,False
ომეტრიული>,3,10,175,ომეtრიული>,525,False
სახელმწიფო,3,10,175,სახელმcიpო,525,False
ავისუფლება,3,10,174,ავისუpლება,522,False
ამოკიდებულ,3,10,174,ამოkიდებულ,522,False
<საცხოვრებ,3,10,173,<საcხოვრებ,519,False
ქვემდებარე,4,10,128,kვემდებარე,512,False
არმეტყველე,4,10,128,არმეtყველე,512,False
ეტყველება>,4,10,128,ეtყველება>,512,False
ლმძღვანელო,4,10,128,ლმძგვანელო,512,False
<ხელმძღვან,4,10,127,<ხელმძგვან,508,False
<ტრანსპორტ,4,10,127,<tრანსpორt,508,False
<მონაწილეო,5,10,101,<მონაcილეო,505,False
<დაბრკოლებ,3,10,162,<დაბრkოლებ,486,False
თვალისწინე,4,10,121,tვალისcინე,484,False
ვალისწინებ,4,10,120,ვალისcინებ,480,False
მარცვლოვან,4,10,119,მარcვლოვან,476,False
<ექსპერიმე,4,10,118,<ეkსpერიმე,472,False
ელექტრონულ,2,10,236,ელეktრონულ,472,False
აკეთებული>,3,10,157,აkეtებული>,471,False
არცვლოვანი,4,10,117,არcვლოვანი,468,False
რცვლოვანი>,4,10,117,რcვლოვანი>,468,False
<შეთანხმებ,3,10,156,<შეtანხმებ,468,False
<სახელმწიფ,3,10,153,<სახელმcიp,459,False
კეთილშობილ,4,10,114,kეtილშობილ,456,False
იფიცირებულ,4,10,114,იpიcირებულ,456,False
ვისუფლება>,3,10,152,ვისუpლება>,456,False
აცხოვრებელ,3,10,151,აcხოვრებელ,453,False
დათვალიერე,4,10,113,დაtვალიერე,452,False
განთავისუფ,3,10,149,განtავისუp,447,False
<განთავისუ,3,10,149,<განtავისუ,447,False
ოელექტრული,4,10,109,ოელეktრული,436,False
<აკუმულატო,4,10,108,<აkუმულაtო,432,False
<ახალგაზრდ,3,10,144,<ახალგაზრდ,432,False
მაყოფილება,4,10,107,მაყოpილება,428,False
<შემთხვევი,3,10,142,<შემtხვევი,426,False
გამოსხივებ,3,10,142,გამოსხივებ,426,False
ანსაკუთრებ,3,10,141,ანსაkუtრებ,423,False
განსაკუთრე,3,10,141,განსაkუtრე,423,False
ასწორებული,3,10,140,ასcორებული,420,False
<აბსოლუტურ,2,10,209,<აბსოლუtურ,418,False
ავისუფალი>,2,10,208,ავისუpალი>,416,False
თავისუფალი,2,10,208,tავისუpალი,416,False
<გავრცელებ,3,10,138,<გავრcელებ,414,False
აუმჯობესებ,3,10,137,აუმjობესებ,411,False
აწინააღმდე,3,10,137,აcინააგმდე,411,False
საწინააღმდ,3,10,137,საcინააგმდ,411,False
<განსაკუთრ,3,10,137,<განსაkუtრ,411,False
<შეურაცხყო,4,10,102,<შეურაcხყო,408,False
გამოსახულე,3,10,135,გამოსახულე,405,False
ექანიკური>,2,10,202,ეkანიkური>,404,False
მექანიკური,2,10,202,მეkანიkური,404,False
გადაწყვეტი,4,10,100,გადაcყვეtი,400,False
გაწონასწორ,3,10,132,გაcონასcორ,396,False
<ყურადღები,3,10,132,<ყურადგები,396,False
ცხოვრებელი,3,10,131,cხოვრებელი,393,False
ვარსკვლავი,3,10,131,ვარსkვლავი,393,False
ადაწყვეტილ,4,10,98,ადაcყვეtილ,392,False
შემთხვევით,3,10,130,შემtხვევიt,390,False
განვითარებ,3,10,130,განვიtარებ,390,False
<ელექტრონუ,2,10,194,<ელეktრონუ,388,False
ვტომობილის,3,10,129,ვtომობილის,387,False
აყოფილება>,4,10,96,აყოpილება>,384,False
იმეტრიული>,3,10,127,იმეtრიული>,381,False
მოლაპარაკე,4,10,95,მოლაpარაkე,380,False
<მოგზაურობ,3,10,126,<მოგზაურობ,378,False
დამახინჯებ,3,10,125,დამახინjებ,375,False
<დამახინჯე,3,10,125,<დამახინjე,375,False
<გაწონასწო,3,10,125,<გაcონასcო,375,False
ნასწორებულ,3,10,125,ნასcორებულ,375,False
აწილებელი>,3,10,124,აcილებელი>,372,False
ნაწილებელი,3,10,124,ნაcილებელი,372,False
დგომარეობა,2,10,186,დგომარეობა,372,False
სწორებელი>,3,10,123,სcორებელი>,369,False
<გადაადგილ,3,10,123,<გადაადგილ,369,False
ონასწორებუ,3,10,122,ონასcორებუ,366,False
ამპლიტუდურ,4,10,91,ამpლიtუდურ,364,False
<მოლაპარაკ,4,10,90,<მოლაpარაk,360,False
<ამპლიტუდუ,4,10,87,<ამpლიtუდუ,348,False
ველოსიპედი,4,10,87,ველოსიpედი,348,False
<გაფართოებ,3,10,115,<გაpარtოებ,345,False
ანაწილებელ,3,10,114,ანაcილებელ,342,False
გაღიზიანებ,3,10,114,გაგიზიანებ,342,False
<გაღიზიანე,3,10,114,<გაგიზიანე,342,False
საკუთრებულ,3,10,113,საkუtრებულ,339,False
<ანაზღაურე,3,10,112,<ანაზგაურე,336,False
როდინამიკუ,3,10,112,როდინამიkუ,336,False
<წარმოდგენ,2,10,167,<cარმოდგენ,334,False
<დამოუკიდე,3,10,111,<დამოუkიდე,333,False
დამოუკიდებ,3,10,111,დამოუkიდებ,333,False
ინააღმდეგე,3,10,110,ინააგმდეგე,330,False
კონსტრუქცი,3,10,110,kონსtრუkcი,330,False
იფერენციალ,3,10,109,იpერენcიალ,327,False
აინტერესებ,3,10,108,აინtერესებ,324,False
ტრანსფორმა,3,10,107,tრანსpორმა,321,False
<განვითარე,3,10,107,<განვიtარე,321,False
აკონსერვებ,4,10,80,აkონსერვებ,320,False
<თავშეკავე,4,10,80,<tავშეkავე,320,False
თავშეკავებ,4,10,80,tავშეkავებ,320,False
ააღმდეგობა,3,10,105,ააგმდეგობა,315,False
<მექანიკურ,2,10,157,<მეkანიkურ,314,False
<მოკრძალებ,4,10,78,<მოkრძალებ,312,False
<გამოსხივე,3,10,104,<გამოსხივე,312,False
განსხვავებ,3,10,104,განსხვავებ,312,False
<განსხვავე,3,10,104,<განსხვავე,312,False
მოკლებული>,3,10,104,მოkლებული>,312,False
<დამატებით,2,10,155,<დამაtებიt,310,False
კუმულატორი,3,10,103,kუმულაtორი,309,False
რეგულირება,3,10,103,რეგულირება,309,False
<გასეირნებ,3,10,103,<გასეირნებ,309,False
<გადატვირთ,3,10,102,<გადაtვირt,306,False
ანაწილება>,3,10,102,ანაcილება>,306,False
ამაგრებული,3,10,102,ამაგრებული,306,False
დაკავშირებ,2,10,153,დაkავშირებ,306,False
პირდაპირი>,2,10,152,pირდაpირი>,304,False
ენციალური>,3,10,101,ენcიალური>,303,False
<მოწყობილო,3,10,101,<მოcყობილო,303,False
<ურთიერთობ,3,10,100,<ურtიერtობ,300,False
<თანამშრომ,3,10,100,<tანამშრომ,300,False
დამოკიდებუ,2,10,149,დამოkიდებუ,298,False
სიმეტრიული,3,10,99,სიმეtრიული,297,False
მანაწილებე,3,10,98,მანაcილებე,294,False
აღმოსავლეთ,2,10,146,აგმოსავლეt,292,False
<დაკავშირე,2,10,146,<დაkავშირე,292,False
არეგულირებ,3,10,96,არეგულირებ,288,False
<დათვალიერ,3,10,95,<დაtვალიერ,285,False
ტრირებული>,3,10,95,tრირებული>,285,False
<წინადადებ,3,10,94,<cინადადებ,282,False
განმხოლოებ,3,10,94,განმხოლოებ,282,False
თვალთვალებ,3,10,94,tვალtვალებ,282,False
<პარლამენტ,3,10,94,<pარლამენt,282,False
ნთავისუფლე,2,10,140,ნtავისუpლე,280,False
<უკმაყოფილ,3,10,93,<უkმაყოpილ,279,False
<რეგულირებ,3,10,93,<რეგულირებ,279,False
<წარმომადგ,2,10,139,<cარმომადგ,278,False
წარმომადგე,2,10,139,cარმომადგე,278,False
არმომადგენ,2,10,139,არმომადგენ,278,False
<უსამართლო,4,10,69,<უსამარtლო,276,False
ნასწორება>,3,10,92,ნასcორება>,276,False
განყოფილებ,3,10,92,განყოpილებ,276,False
მგრძნობიარ,2,10,138,მგრძნობიარ,276,False
მიმართული>,2,10,137,მიმარtული>,274,False
მკეთებელი>,3,10,91,მkეtებელი>,273,False
აგრძელება>,3,10,91,აგრძელება>,273,False
<დემოკრატი,4,10,68,<დემოkრაtი,272,False
პასუხისმგე,3,10,90,pასუხისმგე,270,False
ასუხისმგებ,3,10,90,ასუხისმგებ,270,False
<ტელეგრაფი,3,10,90,<tელეგრაpი,270,False
<უსაქმურობ,3,10,90,<უსაkმურობ,270,False
იმართულება,3,10,90,იმარtულება,270,False
<ლაპარაკობ,2,10,134,<ლაpარაkობ,268,False
რანსფორმატ,3,10,89,რანსpორმაt,267,False
ანსფორმატო,3,10,89,ანსpორმაtო,267,False
ნსფორმატორ,3,10,89,ნსpორმაtორ,267,False
გილმდებარე,3,10,89,გილმდებარე,267,False
დგილმდებარ,3,10,89,დგილმდებარ,267,False
ადგილმდება,3,10,89,ადგილმდება,267,False
<ადგილმდებ,3,10,89,<ადგილმდებ,267,False
განხორციელ,3,10,88,განხორcიელ,264,False
ანხორციელე,3,10,88,ანხორcიელე,264,False
ნხორციელებ,3,10,88,ნხორcიელებ,264,False
შეურაცხყოფ,3,10,88,შეურაcხყოp,264,False
ლასტიკური>,2,10,132,ლასtიkური>,264,False
<მიდრეკილე,3,10,87,<მიდრეkილე,261,False
მიდრეკილებ,3,10,87,მიდრეkილებ,261,False
<ელექტროლი,3,10,87,<ელეktროლი,261,False
<დარწმუნებ,2,10,130,<დარcმუნებ,260,False
<ზედაპირულ,2,10,130,<ზედაpირულ,260,False
ვალენტური>,3,10,86,ვალენtური>,258,False
<დანაწილებ,3,10,86,<დანაcილებ,258,False
<ინფორმაცი,3,10,86,<ინpორმაcი,258,False
თანმიმდევრ,3,10,86,tანმიმდევრ,258,False
საცხოვრებე,2,10,129,საcხოვრებე,258,False
<დამოკიდებ,2,10,128,<დამოkიდებ,256,False
<განხორციე,3,10,85,<განხორcიე,255,False
სამართლიან,3,10,85,სამარtლიან,255,False
დაბრკოლება,2,10,127,დაბრkოლება,254,False
<დაწვრილებ,4,10,63,<დაcვრილებ,252,False
ხუროთმოძღვ,3,10,84,ხუროtმოძგვ,252,False
<გამრავლებ,3,10,84,<გამრავლებ,252,False
ეთანხმება>,2,10,126,ეtანხმება>,252,False
<შემთხვევა,2,10,125,<შემtხვევა,250,False
ითმფრინავი,2,10,125,იtმpრინავი,250,False
უკმაყოფილე,3,10,83,უkმაყოpილე,249,False
გვაროვანი>,3,10,83,გვაროვანი>,249,False
მსგავსება>,3,10,82,მსგავსება>,246,False
<განაწილებ,3,10,81,<განაcილებ,243,False
აჯერებული>,3,10,81,აjერებული>,243,False
ელშეკრულებ,3,10,80,ელშეkრულებ,240,False
ხელშეკრულე,3,10,80,ხელშეkრულე,240,False
იმართულები,3,10,80,იმარtულები,240,False
ფეთქებელი>,3,10,79,pეtkებელი>,237,False
<ადმინისტრ,3,10,79,<ადმინისtრ,237,False
<თანმიმდევ,3,10,78,<tანმიმდევ,234,False
მომარაგება,2,10,117,მომარაგება,234,False
საზღვრული>,2,10,116,საზგვრული>,232,False
ომარაგება>,2,10,116,ომარაგება>,232,False
გამოსწორებ,3,10,77,გამოსcორებ,231,False
გადასახადი,2,10,115,გადასახადი,230,False
ნტირებული>,2,10,115,ნtირებული>,230,False
განადგურებ,2,10,115,განადგურებ,230,False
ბრწყინვალე,2,10,115,ბრcყინვალე,230,False
<გადასახლე,3,10,76,<გადასახლე,228,False
გადასახლებ,3,10,76,გადასახლებ,228,False
მოანგარიშე,3,10,76,მოანგარიშე,228,False
სართულიანი,3,10,76,სარtულიანი,228,False
<მანქანები,2,10,113,<მანkანები,226,False
სატვირთავი,3,10,75,საtვირtავი,225,False
ატვირთავი>,3,10,75,აtვირtავი>,225,False
<ხელშეკრულ,3,10,75,<ხელშეkრულ,225,False
<მომარაგებ,2,10,112,<მომარაგებ,224,False
<ბრწყინვალ,2,10,112,<ბრcყინვალ,224,False
დაწყვეტილე,3,10,74,დაcყვეtილე,222,False
აწყვეტილებ,3,10,74,აcყვეtილებ,222,False
ართულიანი>,3,10,74,არtულიანი>,222,False
ღმოსავლეთი,2,10,111,გმოსავლეtი,222,False
<ვერტიკალუ,3,10,73,<ვერtიkალუ,219,False
ვერტიკალურ,3,10,73,ვერtიkალურ,219,False
დანაწილება,3,10,73,დანაcილება,219,False
<განადგურე,2,10,109,<განადგურე,218,False
<შეთქმულებ,3,10,72,<შეtkმულებ,216,False
რალიზაცია>,3,10,72,რალიზაcია>,216,False
დადასტურებ,2,10,108,დადასtურებ,216,False
<დადასტურე,2,10,108,<დადასtურე,216,False
დატვირთვა>,2,10,108,დაtვირtვა>,216,False
თანამიმდევ,2,10,108,tანამიმდევ,216,False
ვარსკვლავე,2,10,107,ვარსkვლავე,214,False
პერიოდული>,3,10,71,pერიოდული>,213,False
ადმინისტრა,3,10,71,ადმინისtრა,213,False
ტემპერატურ,2,10,106,tემpერაtურ,212,False
<ტექნოლოგი,3,10,70,<tეkნოლოგი,210,False
<გამოსწორე,3,10,70,<გამოსcორე,210,False
ნორმატიული,3,10,70,ნორმაtიული,210,False
ნააღმდეგო>,2,10,105,ნააგმდეგო>,210,False
მახასიათებ,2,10,105,მახასიაtებ,210,False
დღესასწაულ,2,10,105,დგესასcაულ,210,False
<მატარებელ,2,10,104,<მაtარებელ,208,False
გადაადგილე,2,10,104,გადაადგილე,208,False
ადაადგილებ,2,10,104,ადაადგილებ,208,False
<დამაჯერებ,3,10,69,<დამაjერებ,207,False
<უყურადღებ,3,10,69,<უყურადგებ,207,False
უყურადღებო,3,10,69,უყურადგებო,207,False
<სამართლია,3,10,69,<სამარtლია,207,False
ყვანისმცემ,2,10,103,ყვანისმcემ,206,False
აყვანისმცე,2,10,103,აყვანისმcე,206,False
თაყვანისმც,2,10,103,tაყვანისმc,206,False
ავადმყოფობ,2,10,103,ავადმყოpობ,206,False
<ავადმყოფო,2,10,103,<ავადმყოpო,206,False
უროთმოძღვრ,3,10,68,უროtმოძგვრ,204,False
ანაცვლება>,3,10,68,ანაcვლება>,204,False
თხილებელი>,3,10,68,tხილებელი>,204,False
რთხილებელი,3,10,68,რtხილებელი,204,False
ფრთხილებელ,3,10,68,pრtხილებელ,204,False
ფიქრებული>,3,10,68,pიkრებული>,204,False
<დაუფიქრებ,3,10,68,<დაუpიkრებ,204,False
მცირებული>,2,10,102,მcირებული>,204,False
<თანამიმდე,2,10,102,<tანამიმდე,204,False
ნოლოგიური>,2,10,101,ნოლოგიური>,202,False
საიზოლაციო,3,10,67,საიზოლაcიო,201,False
აიზოლაციო>,3,10,67,აიზოლაcიო>,201,False
<თვალსაჩინ,3,10,67,<tვალსაჩინ,201,False
თვალსაჩინო,3,10,67,tვალსაჩინო,201,False
<ლიტერატურ,2,10,100,<ლიtერაtურ,200,False
<საწინააღმ,2,10,100,<საcინააგმ,200,False
მკვიდრეობი,3,10,66,მkვიდრეობი,198,False
ეპისკოპოსი,3,10,66,ეpისkოpოსი,198,False
<ასტრონომი,3,10,66,<ასtრონომი,198,False
პროპორციულ,2,10,99,pროpორcიულ,198,False
<დაწყნარებ,2,10,99,<დაcყნარებ,198,False
შემსუბუქებ,2,10,99,შემსუბუkებ,198,False
გაუმჯობესე,2,10,99,გაუმjობესე,198,False
<გაუმჯობეს,2,10,99,<გაუმjობეს,198,False
<ზედაპირის,2,10,98,<ზედაpირის,196,False
ჰორიზონტალ,2,10,98,ჰორიზონtალ,196,False
<პერსპექტი,3,10,65,<pერსpეktი,195,False
<გამოძახებ,2,10,97,<გამოძახებ,194,False
მოწმებული>,3,10,64,მოcმებული>,192,False
ანცალკევებ,2,10,96,ანcალkევებ,192,False
<ავადმყოფი,2,10,96,<ავადმყოpი,192,False
ადანაცვლებ,2,10,96,ადანაcვლებ,192,False
გადანაცვლე,2,10,96,გადანაcვლე,192,False
<შემსუბუქე,2,10,96,<შემსუბუkე,192,False
<განცალკევ,2,10,95,<განcალkევ,190,False
იმპულსური>,2,10,95,იმpულსური>,190,False
<დიპლომატი,3,10,63,<დიpლომაtი,189,False
ავშეკავებუ,3,10,63,ავშეkავებუ,189,False
ვშეკავებულ,3,10,63,ვშეkავებულ,189,False
არისტოკრატ,3,10,63,არისtოkრაt,189,False
<არისტოკრა,3,10,63,<არისtოkრა,189,False
ნსაკუთრებუ,2,10,94,ნსაkუtრებუ,188,False
გაფრთხილებ,2,10,94,გაpრtხილებ,188,False
<ტანსაცმელ,2,10,94,<tანსაcმელ,188,False
ოლაპარაკებ,3,10,62,ოლაpარაkებ,186,False
<ტემპერატუ,2,10,93,<tემpერაtუ,186,False
<ხანგრძლივ,2,10,93,<ხანგრძლივ,186,False
ოწყობილობა,2,10,93,ოcყობილობა,186,False
განცალკევე,2,10,92,განcალkევე,184,False
გათავისუფლ,2,10,92,გაtავისუpლ,184,False
<გათავისუფ,2,10,92,<გაtავისუp,184,False
<დედამიწის,2,10,92,<დედამიcის,184,False
დატვირთული,2,10,92,დაtვირtული,184,False
ქსპლუატაცი,3,10,61,kსpლუაtაcი,183,False
ექსპლუატაც,3,10,61,ეkსpლუაtაc,183,False
<ეპისკოპოს,3,10,61,<ეpისkოpოს,183,False
ქველმოქმედ,3,10,61,kველმოkმედ,183,False
რანსპორტირ,3,10,61,რანსpორtირ,183,False
<ფოტოგრაფი,3,10,61,<pოtოგრაpი,183,False
<გამარჯვებ,2,10,91,<გამარjვებ,182,False
<გაფრთხილე,2,10,91,<გაpრtხილე,182,False
ეკვივალენტ,2,10,91,ეkვივალენt,182,False
ატვირთული>,2,10,91,აtვირtული>,182,False
ორიზონტალუ,2,10,91,ორიზონtალუ,182,False
რიზონტალურ,2,10,91,რიზონtალურ,182,False
კომპენსირე,3,10,60,kომpენსირე,180,False
ომპენსირებ,3,10,60,ომpენსირებ,180,False
ბილიზაცია>,3,10,60,ბილიზაcია>,180,False
საგდულიანი,3,10,60,საგდულიანი,180,False
აგდულიანი>,3,10,60,აგდულიანი>,180,False
გამგზავრებ,2,10,90,გამგზავრებ,180,False
<გამგზავრე,2,10,90,<გამგზავრე,180,False
კავშირება>,2,10,90,kავშირება>,180,False
<ამოზნექილ,2,10,90,<ამოზნეkილ,180,False
<გადანაცვლ,2,10,90,<გადანაcვლ,180,False
<გადაბრუნე,2,10,89,<გადაბრუნე,178,False
გადაბრუნებ,2,10,89,გადაბრუნებ,178,False
ხვადასხვაგ,3,10,59,ხვადასხვაგ,177,False
ვადასხვაგვ,3,10,59,ვადასხვაგვ,177,False
ცალკევებულ,2,10,88,cალkევებულ,176,False
ქვანახშირი,2,10,88,kვანახშირი,176,False
<ქვანახშირ,2,10,88,<kვანახშირ,176,False
წონასწორობ,2,10,88,cონასcორობ,176,False
განსაზღვრა,2,10,88,განსაზგვრა,176,False
წყობილობა>,2,10,88,cყობილობა>,176,False
ასწორებელი,2,10,86,ასcორებელი,172,False
ფიციალური>,2,10,86,pიcიალური>,172,False
ოფიციალური,2,10,86,ოpიcიალური,172,False
აკუთრებული,2,10,86,აkუtრებული,172,False
<გაძლიერებ,2,10,86,<გაძლიერებ,172,False
<ჰორიზონტა,2,10,86,<ჰორიზონtა,172,False
<გულმოდგინ,3,10,57,<გულმოდგინ,171,False
გულმოდგინე,3,10,57,გულმოდგინე,171,False
კუთრებული>,2,10,85,kუtრებული>,170,False
<ჰიდრავლიკ,2,10,85,<ჰიდრავლიk,170,False
ამტერებია>,3,10,56,ამtერებია>,168,False
შემწყნარებ,3,10,56,შემcყნარებ,168,False
<გამოანგარ,3,10,56,<გამოანგარ,168,False
ოანგარიშებ,3,10,56,ოანგარიშებ,168,False
ამოანგარიშ,3,10,56,ამოანგარიშ,168,False
გამოანგარი,3,10,56,გამოანგარი,168,False
<დაქანებულ,3,10,56,<დაkანებულ,168,False
უნივერსიტე,2,10,84,უნივერსიtე,168,False
ნივერსიტეტ,2,10,84,ნივერსიtეt,168,False
ერატურული>,2,10,84,ერაtურული>,168,False
<დაქირავებ,2,10,84,<დაkირავებ,168,False
<ლიანდაგის,2,10,84,<ლიანდაგის,168,False
თანამშრომლ,2,10,83,tანამშრომლ,166,False
<დაგვიანებ,2,10,83,<დაგვიანებ,166,False
<ყურადღება,2,10,83,<ყურადგება,166,False
განზომილებ,2,10,82,განზომილებ,164,False
ელექტრონმი,2,10,82,ელეktრონმი,164,False
ლექტრონმილ,2,10,82,ლეktრონმილ,164,False
ქტრონმილაკ,2,10,82,ktრონმილაk,164,False
ექტრონმილა,2,10,82,ეktრონმილა,164,False
მოწესრიგებ,2,10,82,მოcესრიგებ,164,False
<საქმიანობ,2,10,82,<საkმიანობ,164,False
ზრუნველყოფ,2,10,82,ზრუნველყოp,164,False
ადასხვაგვა,3,10,54,ადასხვაგვა,162,False
დასხვაგვარ,3,10,54,დასხვაგვარ,162,False
ამტვირთავი,3,10,54,ამtვირtავი,162,False
<გამყიდველ,2,10,81,<გამყიდველ,162,False
<აფეთქების,2,10,81,<აpეtkების,162,False
აერთებელი>,2,10,81,აერtებელი>,162,False
<დამარცხებ,2,10,81,<დამარcხებ,162,False
თავსებული>,2,10,81,tავსებული>,162,False
<უნივერსიტ,2,10,80,<უნივერსიt,160,False
მაერთებელი,2,10,80,მაერtებელი,160,False
